# Version 1.00
#
freq[Hz] db:Trc1_S11 ang:Trc1_S11 db:Trc2_S11 ang:Trc2_S11 db:Trc3_S11 ang:Trc3_S11 db:Trc4_S11 ang:Trc4_S11 
2.330000000000000E+009 -3.261891281668576E+001 1.797813566852353E+001 -3.261891281668576E+001 1.797813566852353E+001 -3.261891281668576E+001 1.797813566852353E+001 -3.261891281668576E+001 1.797813566852353E+001 
2.335000000000000E+009 -2.797748607869666E+001 5.132880300894125E+000 -2.797748607869666E+001 5.132880300894125E+000 -2.797748607869666E+001 5.132880300894125E+000 -2.797748607869666E+001 5.132880300894125E+000 
2.340000000000000E+009 -2.485014425650586E+001 -1.660523024581768E+000 -2.485014425650586E+001 -1.660523024581768E+000 -2.485014425650586E+001 -1.660523024581768E+000 -2.485014425650586E+001 -1.660523024581768E+000 
2.345000000000000E+009 -2.253614392926265E+001 -6.343315175636733E+000 -2.253614392926265E+001 -6.343315175636733E+000 -2.253614392926265E+001 -6.343315175636733E+000 -2.253614392926265E+001 -6.343315175636733E+000 
2.350000000000000E+009 -2.070536495811321E+001 -1.006076093475201E+001 -2.070536495811321E+001 -1.006076093475201E+001 -2.070536495811321E+001 -1.006076093475201E+001 -2.070536495811321E+001 -1.006076093475201E+001 
2.355000000000000E+009 -1.909649392338643E+001 -1.303940481164754E+001 -1.909649392338643E+001 -1.303940481164754E+001 -1.909649392338643E+001 -1.303940481164754E+001 -1.909649392338643E+001 -1.303940481164754E+001 
2.360000000000000E+009 -1.765034967482139E+001 -1.638061772171723E+001 -1.765034967482139E+001 -1.638061772171723E+001 -1.765034967482139E+001 -1.638061772171723E+001 -1.765034967482139E+001 -1.638061772171723E+001 
2.365000000000000E+009 -1.640405353167910E+001 -1.998826278977140E+001 -1.640405353167910E+001 -1.998826278977140E+001 -1.640405353167910E+001 -1.998826278977140E+001 -1.640405353167910E+001 -1.998826278977140E+001 
2.370000000000000E+009 -1.533296136039557E+001 -2.359203384475252E+001 -1.530488682552087E+001 -2.384006038500900E+001 -1.530488682552087E+001 -2.384006038500900E+001 -1.530488682552087E+001 -2.384006038500900E+001 
2.375000000000000E+009 -1.436721073285689E+001 -2.737263913763596E+001 -1.436721073285689E+001 -2.737263913763596E+001 -1.436721073285689E+001 -2.737263913763596E+001 -1.436721073285689E+001 -2.737263913763596E+001 
2.380000000000000E+009 -1.353553127603408E+001 -3.095105497855113E+001 -1.353553127603408E+001 -3.095105497855113E+001 -1.353553127603408E+001 -3.095105497855113E+001 -1.353553127603408E+001 -3.095105497855113E+001 
2.385000000000000E+009 -1.278570524141003E+001 -3.439333057893254E+001 -1.278570524141003E+001 -3.439333057893254E+001 -1.278570524141003E+001 -3.439333057893254E+001 -1.278570524141003E+001 -3.439333057893254E+001 
